1636291706971,-0.6606,-0.1173,10.1016,-0.5913,-0.1000,0.1638
1636291706972,-0.6436,-0.9048,9.9375,-0.6572,-0.0883,0.1554
1636291707025,0.4211,-1.5244,9.4375,-0.4519,-0.0744,0.0979
1636291707026,1.0313,-1.7236,9.4297,-0.0732,0.1000,0.0851
1636291707029,-1.2490,-0.3135,10.0938,0.2534,0.0873,0.1543
1636291707030,-1.7402,0.6006,9.9531,0.4695,-0.1713,0.1595
1636291707092,-0.8521,0.6392,10.0547,0.4885,-0.2010,0.0724
1636291707096,0.0120,0.5503,10.2031,0.2205,-0.0925,-0.0319
1636291707098,0.2991,0.4500,10.0000,-0.1083,-0.0106,-0.0574
1636291707099,-0.0096,0.2466,9.9297,-0.2776,0.0565,0.0064
1636291707100,-0.5386,0.0407,9.9141,-0.2966,0.0820,0.0713
1636291707101,-0.7900,-0.0646,9.8047,-0.2435,0.0607,0.0543
1636291707106,-0.6582,-0.0790,9.7500,-0.1349,0.0224,-0.0330
1636291707107,-0.4380,-0.1340,9.7109,-0.0275,-0.0053,-0.1064
1636291707109,-0.2441,-0.1173,9.8047,0.0065,-0.0074,-0.1223
1636291707110,-0.2322,-0.0168,9.9531,-0.0052,0.0096,-0.1085
1636291707111,-0.3350,0.0551,10.0391,-0.0073,0.0277,-0.1127
1636291707116,-0.3423,0.0574,9.9297,-0.0275,0.0352,-0.1542
1636291707128,-0.3159,-0.0239,9.8828,-0.0509,0.0575,-0.1979
1636291707137,-0.3184,-0.0455,9.8047,-0.0924,0.0777,-0.2255
1636291707141,-0.3279,-0.0311,9.7500,-0.1009,0.0873,-0.2500
1636291707144,-0.4021,-0.0239,9.7891,-0.0754,0.0905,-0.2798
1636291707152,-0.4285,0.1101,9.7031,-0.0764,0.0820,-0.3254
1636291707157,-0.2178,0.3589,9.6641,-0.1116,0.0649,-0.3936
1636291707165,0.1460,0.5913,9.8828,-0.2542,0.0692,-0.4788
1636291707168,0.5171,0.9980,10.1406,-0.5308,0.1373,-0.5884
1636291707177,0.7349,1.4170,10.2422,-0.8330,0.2661,-0.7637
1636291707181,0.8906,1.4932,10.2422,-1.0674,0.4055,-0.9629
1636291707214,1.0049,1.3066,10.1875,-1.2373,0.5288,-1.0898
1636291707223,1.0313,1.0986,10.1719,-1.3369,0.6489,-1.2139
1636291707228,1.1748,0.9502,10.3594,-1.3867,0.7969,-1.4414
1636291707235,1.4482,0.9648,10.5859,-1.4316,0.9810,-1.7217
1636291707240,1.5771,0.9360,10.6953,-1.4570,1.1709,-1.9863
1636291707252,1.6348,0.5625,10.4766,-1.4814,1.3369,-2.1816
1636291707256,1.7617,0.0837,10.7344,-1.6055,1.5195,-2.2930
1636291707272,1.7734,-0.3877,10.5313,-1.8691,1.7617,-2.3496
1636291707275,1.7852,-1.0000,10.4922,-2.1992,2.0020,-2.3789
1636291707289,2.2734,-2.4746,10.9844,-2.7891,2.2480,-2.5918
1636291707293,1.9033,-3.4492,9.6016,-3.5508,2.7031,-3.9141
1636291707322,0.4978,-3.8594,9.9531,-3.0430,3.1855,-4.0586
1636291707330,-0.0766,-4.0117,10.0156,-2.5684,3.0391,-3.1035
1636291707333,0.2417,-4.2539,8.9453,-2.3730,2.9883,-2.2031
1636291707340,0.0862,-5.0625,8.3359,-2.2715,3.1270,-1.7148
1636291707343,-0.5767,-5.6523,8.1641,-2.5195,3.3262,-1.3574
1636291707370,-1.3115,-6.2500,7.4609,-2.9785,3.3691,-1.6680
1636291707373,-2.1660,-6.4805,6.8047,-3.0703,3.3867,-2.4258
1636291707379,-2.8359,-6.1563,6.4727,-3.3398,3.3672,-2.5371
1636291707389,-3.1875,-6.3555,5.6563,-3.4453,3.2246,-2.0723
1636291707391,-2.9707,-7.3281,5.3867,-3.3887,3.0293,-1.5850
1636291707420,-2.6621,-7.1797,4.3047,-3.8613,2.9277,-1.3291
1636291707421,-3.5176,-7.9102,2.8164,-4.3945,2.9395,-1.2334
1636291707423,-5.2305,-10.0156,1.8789,-4.5547,2.8809,-1.0010
1636291707449,-6.7031,-10.9922,0.9072,-4.7773,2.2949,-0.1542
1636291707450,-8.6172,-12.1719,0.6152,-4.4375,1.8252,0.2299
1636291707452,-8.4375,-12.2813,0.9429,-3.9648,1.2617,0.5352
1636291707478,-7.5820,-11.4297,0.1771,-3.3164,0.6938,0.8364
1636291707484,-6.9063,-11.0391,-0.1245,-2.5801,0.2416,1.1084
1636291707485,-6.6055,-10.2891,0.0742,-2.1504,-0.0893,1.2783
1636291707509,-6.4844,-8.6094,-0.0526,-1.9707,-0.3511,1.3652
1636291707511,-6.3594,-7.2969,0.0311,-1.9541,-0.5820,1.4180
1636291707514,-6.2695,-6.9609,0.2751,-2.2227,-0.7988,1.4443
1636291707539,-6.1914,-7.5508,0.5024,-2.5527,-0.9756,1.4727
1636291707543,-6.1172,-8.7422,0.4141,-2.5938,-1.0996,1.5430
1636291707545,-6.1094,-9.6250,0.3613,-2.2734,-1.2168,1.6260
1636291707558,-6.1523,-9.4531,0.5195,-1.7979,-1.3809,1.6191
1636291707571,-6.0625,-8.2813,0.6748,-1.2803,-1.5801,1.5576
1636291707581,-5.8867,-6.9766,0.7490,-0.7310,-1.8008,1.5547
1636291707582,-5.6250,-6.2031,1.0264,-0.2286,-1.9844,1.6045
1636291707607,-5.2969,-5.8633,0.9526,-0.0083,-2.1113,1.6367
1636291707609,-5.0391,-6.1992,0.3398,0.0268,-2.1582,1.6494
1636291707610,-4.9531,-5.8047,-0.7300,-0.7114,-2.1406,1.6973
1636291707637,-5.1445,-4.6094,0.8618,-1.8105,-2.1816,1.7344
1636291707638,-4.9766,-7.3086,1.2207,0.0544,-2.4805,1.7588
1636291707639,-4.3516,-7.5508,1.2227,0.7930,-2.7891,1.5605
1636291707668,-3.7910,-5.3711,3.2676,0.3438,-2.8047,1.1641
1636291707670,-3.3730,-6.1172,1.7949,2.3555,-2.6973,1.3926
1636291707672,-3.6719,-4.2344,1.1172,1.9141,-2.5059,1.7109
1636291707698,-3.9023,-2.8691,0.4932,1.3779,-2.5684,1.4248
1636291707700,-4.0195,-4.4766,1.2109,2.0176,-2.6699,1.1924
1636291707702,-4.0586,-4.5195,3.0430,1.5078,-2.7754,1.2402
1636291707728,-3.7266,-3.5430,6.4766,1.2227,-2.9863,1.3105
1636291707730,-2.6973,-4.6992,8.5313,2.3418,-3.0586,1.4121
1636291707732,-1.9580,-6.2695,8.5781,3.6816,-2.7813,1.4150
1636291707762,-2.2539,-6.2656,8.5781,4.2578,-2.4648,1.1719
1636291707764,-2.8438,-5.3789,8.9766,4.4727,-2.3281,1.0078
1636291707766,-3.1387,-2.9004,9.4063,4.2539,-2.2090,1.1348
1636291707790,-3.1426,-1.0605,10.3750,3.7246,-2.0293,1.3652
1636291707792,-2.9277,-0.6895,10.2891,3.2402,-1.8115,1.4512
1636291707794,-2.5801,-0.1268,8.1328,2.8359,-1.6094,1.4141
1636291707820,-2.2559,0.8999,6.6641,2.4355,-1.5137,1.3457
1636291707821,-1.8789,2.4551,8.6797,1.8750,-1.6172,1.2012
1636291707823,-1.2900,4.1055,11.6328,0.9458,-1.6582,1.0039
1636291707850,-1.0264,4.4531,13.7969,-0.2573,-1.3115,0.6958
1636291707851,-0.9600,2.5313,14.7109,-1.9316,-0.6235,0.1192
1636291707853,-0.9023,-0.3040,13.3906,-3.9453,0.1118,-0.4395
1636291707880,-1.2090,-2.9238,13.3828,-5.3906,0.9067,-0.8735
1636291707882,-2.4121,-4.8906,12.5234,-5.8398,1.5479,-1.0830
1636291707883,-3.9551,-6.6953,11.0000,-5.2891,1.8662,-1.1289
1636291707910,-4.6836,-8.2969,10.1719,-4.1992,1.8740,-1.0889
1636291707912,-4.4258,-8.2578,8.2969,-3.1191,1.7695,-0.9907
1636291707913,-3.9043,-6.5859,7.9141,-1.7334,1.7217,-0.7402
1636291707940,-4.0430,-6.9492,12.3828,-0.1647,1.7246,-0.5317
1636291707941,-4.4805,-7.4180,8.6875,0.3682,1.5059,-0.6851
1636291707943,-2.5566,-4.6445,3.5273,1.0918,1.4531,-0.9702
1636291707970,-2.5938,-3.4883,7.4688,1.7002,1.6240,-1.1602
