1635500155762,-0.6318,1.9863,9.8281,0.0602,-0.0693,0.0027
1635500155765,-0.5024,2.0078,9.8203,0.0506,-0.0842,-0.0133
1635500155767,-0.4573,1.8242,9.8359,0.0431,-0.0757,-0.0313
1635500155768,-0.4285,1.8428,9.8359,0.0634,-0.0502,-0.0356
1635500155774,-0.4404,1.8857,9.8828,0.0570,-0.0161,-0.0441
1635500155776,-0.5073,1.8047,9.8672,0.0644,0.0020,-0.0505
1635500155777,-0.5625,1.9219,9.8906,0.0974,-0.0140,-0.0324
1635500155779,-0.5386,2.0195,9.8281,0.1080,-0.0236,-0.0154
1635500155786,-0.5840,2.0293,9.7031,0.0814,-0.0278,-0.0239
1635500155802,-0.5337,1.9033,9.6563,0.0548,-0.0267,-0.0313
1635500155804,-0.5913,1.9414,9.7969,0.0506,-0.0225,-0.0175
1635500155805,-0.5171,2.0078,9.7656,0.0474,-0.0214,-0.0037
1635500155809,-0.5386,2.0586,9.8203,0.0527,-0.0076,0.0186
1635500155811,-0.6055,2.1016,9.7656,0.0474,-0.0087,0.0314
1635500155823,-0.5171,2.0176,9.6094,0.0506,-0.0044,0.0325
1635500155824,-0.5171,2.0078,9.6094,0.0889,0.0147,0.0388
1635500155832,-0.6318,2.1348,9.6484,0.1059,0.0084,0.0421
1635500155845,-0.5601,2.1348,9.6563,0.0591,-0.0321,0.0378
1635500155848,-0.4070,2.0430,9.6875,0.0133,-0.0417,0.0367
1635500155851,-0.4331,2.0195,9.7969,0.0080,-0.0257,0.0261
1635500155852,-0.4309,2.0195,9.7500,0.0187,-0.0246,0.0218
1635500155857,-0.4331,2.0625,9.7188,0.0421,-0.0182,0.0272
1635500155858,-0.4404,2.0957,9.7344,0.0580,-0.0108,0.0293
1635500155860,-0.4619,2.1230,9.6406,0.0570,-0.0119,0.0303
1635500155861,-0.5098,2.0645,9.5625,0.0644,-0.0140,0.0335
1635500155862,-0.4788,2.0645,9.5703,0.1059,-0.0204,0.0516
1635500155880,-0.4692,2.1543,9.6641,0.1102,-0.0140,0.0708
1635500155881,-0.5239,2.1680,9.6719,0.0655,-0.0151,0.0654
1635500155882,-0.5288,2.1230,9.7188,0.0357,-0.0267,0.0580
1635500155910,-0.5503,2.1289,9.7969,0.0293,-0.0374,0.0644
1635500155911,-0.5527,2.1602,9.8047,0.0282,-0.0417,0.0729
1635500155912,-0.4788,2.1172,9.7422,0.0155,-0.0491,0.0761
1635500155944,-0.4236,2.0781,9.6328,0.0048,-0.0533,0.0782
1635500155946,-0.4355,2.0625,9.6250,0.0080,-0.0523,0.0803
1635500155947,-0.3806,2.0430,9.7344,0.0133,-0.0502,0.0878
1635500155976,-0.3350,2.0508,9.7813,0.0261,-0.0331,0.0931
1635500155983,-0.3279,2.0840,9.7813,0.0463,-0.0225,0.0984
1635500155991,-0.3350,2.0957,9.7656,0.0591,-0.0236,0.0974
1635500155999,-0.2920,2.1113,9.7500,0.0644,-0.0300,0.1016
1635500156001,-0.2944,2.1973,9.8047,0.0623,-0.0214,0.1133
1635500156026,-0.3350,2.2266,9.7734,0.0516,-0.0193,0.1155
1635500156028,-0.3542,2.2500,9.7500,0.0357,-0.0278,0.1176
1635500156030,-0.3374,2.3008,9.8203,0.0165,-0.0374,0.1240
1635500156052,-0.2585,2.2598,9.7813,0.0144,-0.0352,0.1208
1635500156054,-0.2058,2.2070,9.7266,0.0282,-0.0310,0.1208
1635500156057,-0.2969,2.2832,9.6484,0.0516,-0.0257,0.1059
1635500156081,-0.4141,2.3281,9.5547,0.0580,-0.0417,0.1016
1635500156084,-0.4141,2.3281,9.5547,0.0580,-0.0417,0.1016
1635500156086,-0.4285,2.3711,9.5156,0.0410,-0.0767,0.1016
1635500156111,-0.5122,2.3965,9.6094,0.0399,-0.0884,0.1144
1635500156113,-0.3757,2.2324,9.6172,0.0431,-0.1108,0.1218
1635500156114,-0.1938,2.2695,9.5313,0.0346,-0.1108,0.0931
1635500156140,-0.3279,2.2754,9.4766,0.0336,-0.0948,0.0771
1635500156142,-0.3303,2.1797,9.3594,0.0208,-0.1087,0.0803
1635500156143,-0.2178,2.1289,9.2969,0.0336,-0.0884,0.0771
1635500156176,-0.2297,2.1172,9.1797,0.0708,-0.0757,0.0676
1635500156178,-0.3398,2.1426,9.0703,0.1166,-0.1108,0.0740
1635500156180,-0.3542,2.2285,8.9688,0.1570,-0.1470,0.0654
1635500156192,-0.5938,2.3906,8.8828,0.1953,-0.1768,0.0569
1635500156194,-0.7178,2.2656,8.7031,0.3091,-0.2194,0.0272
1635500156224,-0.6460,2.1953,8.8828,0.4805,-0.2883,-0.0005
1635500156226,-0.2896,2.3184,8.9609,0.6411,-0.3140,-0.0420
1635500156227,0.1364,2.0957,8.8125,1.1699,-0.0214,-0.1984
1635500156254,-0.2800,2.2813,9.9453,1.8262,0.1009,-0.3877
1635500156255,-0.1580,2.6621,9.4375,2.1602,0.1498,-0.5239
1635500156257,-0.0383,2.8457,9.0547,2.6465,0.2722,-0.7046
1635500156285,-0.1053,3.3301,9.1250,3.1582,0.3594,-0.9082
1635500156286,-0.4692,5.0078,9.2109,3.5957,0.3552,-0.9634
1635500156287,-1.2852,6.3867,9.1641,3.9590,0.2935,-0.9463
1635500156312,-1.4766,6.6641,9.0781,4.1406,0.2020,-0.9897
1635500156318,-1.3789,6.9961,8.7734,4.2031,0.1466,-1.0293
1635500156320,-1.3379,7.1602,8.2188,4.3750,0.1360,-1.0771
1635500156341,-1.4287,7.1016,7.5547,4.6875,0.1392,-1.1309
1635500156343,-1.4336,7.0664,6.8672,5.0781,0.1254,-1.1865
1635500156344,-1.4004,7.1367,6.1836,5.5508,0.1126,-1.2432
1635500156372,-1.5703,7.5664,5.5742,6.1133,0.1371,-1.3506
1635500156373,-1.9551,7.9883,5.0000,6.7734,0.1786,-1.4941
1635500156374,-2.4609,8.3828,4.3203,7.4336,0.1722,-1.5732
1635500156403,-2.9492,8.7891,3.2285,8.0234,0.1052,-1.5664
1635500156404,-3.1758,9.3359,2.1641,8.5156,-0.0161,-1.5078
1635500156406,-3.2363,10.3438,1.4551,8.8828,-0.1661,-1.4453
1635500156433,-3.2090,11.6563,1.1797,9.0547,-0.3054,-1.4092
1635500156434,-3.0645,12.8203,0.9404,8.9766,-0.4033,-1.4268
1635500156436,-2.7715,13.6484,0.1460,8.6172,-0.4512,-1.4707
1635500156463,-2.5918,13.8750,-0.8423,8.0625,-0.4587,-1.4600
1635500156465,-2.7383,13.2813,-1.2871,7.5234,-0.4492,-1.3965
1635500156466,-3.0195,12.4297,-1.5801,7.0078,-0.4609,-1.3350
1635500156492,-3.4688,12.3047,-2.1680,6.6563,-0.4597,-1.2705
1635500156502,-4.0234,11.9297,-2.8457,6.6836,-0.4556,-1.2178
1635500156507,-4.1992,11.0547,-3.3750,6.7656,-0.5161,-1.2285
1635500156513,-4.0898,10.5000,-3.8652,6.6445,-0.6309,-1.2256
1635500156519,-3.7754,10.4141,-4.3945,6.4883,-0.7554,-1.2041
1635500156541,-3.5137,10.7734,-5.0078,6.4141,-0.8354,-1.1133
1635500156544,-3.4375,11.1406,-5.2109,6.3164,-0.8203,-1.0166
1635500156548,-3.4824,11.5000,-4.7773,6.0313,-0.7500,-0.9761
1635500156571,-3.4746,11.8359,-4.2109,5.5625,-0.6841,-0.9653
1635500156574,-3.4590,12.1719,-3.9922,5.0000,-0.6191,-0.9717
1635500156578,-3.4414,12.6406,-4.0430,4.3867,-0.5161,-0.9795
1635500156602,-3.6270,12.2031,-4.0195,3.7637,-0.3853,-0.9536
1635500156607,-3.8027,10.9688,-3.8965,3.0742,-0.2725,-0.9912
